sportnik,drzava,kvota
Jim Furyk,USA,67.00
Charl Schwartzel,RSA,67.00
Brandt Snedeker,USA,67.00
Patrick Reed,USA,67.00
Francesco Molinari,ITA,81.00
Danny Willett,ENG,81.00
Luke Donald,ENG,81.00
Brendon Todd,USA,81.00
Bernd Wiesberger,AUT,81.00
Tommy Fleetwood,ENG,81.00
Keegan Bradley,USA,101.00
Graeme McDowell,NIR,101.00
Lee Westwood,ENG,101.00
Byeong-Hun An,CHN,101.00
Marc Leishman,AUS,101.00
Victor Dubuisson,FRA,101.00
J.B. Holmes,USA,126.00
Hunter Mahan,USA,126.00
Jamie Donaldson,WAL,126.00
Thorbjorn Olesen,DEN,126.00
Padraig Harrington,IRL,126.00
Marc Warren,SCO,126.00
Ernie Els,RSA,126.00
Jason Dufner,USA,126.00
Kevin Kisner,USA,126.00
Graham Delaet,CAN,126.00
Chris Kirk,USA,126.00
Billy Horschel,USA,126.00
Matteo Manassero,ITA,126.00
Eddie Pepperell,ENG,126.00
Harris English,USA,151.00
Gary Woodland,USA,151.00
Webb Simpson,USA,151.00
Retief Goosen,RSA,151.00
Joost Luiten,NED,151.00
Bill Haas,USA,151.00
Ryan Palmer,USA,151.00
Kevin Na,USA,151.00
Ryan Moore,USA,151.00
Miguel Angel Jimenez,ESP,201.00
Jordan Spieth,USA,6.50
Rory McIlroy,NIR,7.00
Jason Day,AUS,12.00
Justin Rose,ENG,17.00
Dustin Johnson,USA,21.00
Rickie Fowler,USA,23.00
Bubba Watson,USA,29.00
Adam Scott,AUS,34.00
Henrik Stenson,SWE,34.00
Tiger Woods,USA,34.00
Brooks Koepka,USA,34.00
Hideki Matsuyama,JPN,41.00
Sergio Garcia,ESP,41.00
Louis Oosthuizen,RSA,41.00
Matt Kuchar,USA,51.00
Phil Mickelson,USA,51.00
Martin Kaymer,GER,51.00
Branden Grace,RSA,51.00
Brandt Snedeker,USA,51.00
Zach Johnson,USA,67.00
Patrick Reed,USA,67.00
Charl Schwartzel,RSA,67.00
Jim Furyk,USA,67.00
Justin Thomas,USA,67.00
Robert Streb,USA,81.00
Billy Horschel,USA,81.00
Jimmy Walker,USA,81.00
Paul Casey,ENG,81.00
David Lingmerth,SWE,101.00
Keegan Bradley,USA,101.00
Luke Donald,ENG,101.00
Danny Willett,ENG,101.00
Graeme McDowell,NIR,101.00
Jason Dufner,USA,101.00
Webb Simpson,USA,101.00
Danny Lee,NZL,101.00
Hunter Mahan,USA,126.00
Marc Leishman,AUS,126.00
J.B. Holmes,USA,126.00
Ian Poulter,ENG,126.00
Tony Finau,USA,126.00
Lee Westwood,ENG,126.00
Ryan Palmer,USA,126.00
Bill Haas,USA,126.00
Victor Dubuisson,FRA,126.00
Brendan Steele,USA,151.00
Padraig Harrington,IRL,151.00
Jordan Spieth,USA,2.50
Rory McIlroy,NIR,6.00
Jason Day,AUS,6.50
Rickie Fowler,USA,15.00
Bubba Watson,USA,21.00
Patrick Reed,USA,23.00
Kevin Kisner,USA,23.00
Dustin Johnson,USA,26.00
Justin Rose,ENG,31.00
Henrik Stenson,SWE,31.00
Brooks Koepka,USA,31.00
Brandt Snedeker,USA,41.00
Justin Thomas,USA,51.00
Hideki Matsuyama,JPN,67.00
Russell Knox,SCO,67.00
Adam Scott,AUS,67.00
Paul Casey,ENG,81.00
Kevin Na,USA,81.00
Jim Furyk,USA,81.00
Louis Oosthuizen,RSA,101.00
Sergio Garcia,ESP,101.00
Jason Bohn,USA,101.00
Jimmy Walker,USA,101.00
Zach Johnson,USA,101.00
Daniel Berger,USA,101.00
Phil Mickelson,USA,126.00
Billy Horschel,USA,126.00
Hunter Mahan,USA,126.00
Matt Kuchar,USA,126.00
Tiger Woods,USA,126.00
Keegan Bradley,USA,151.00
Jason Dufner,USA,151.00
Emiliano Grillo,ARG,151.00
Chris Kirk,USA,151.00
Danny Lee,NZL,151.00
Webb Simpson,USA,151.00
Luke Donald,ENG,151.00
Ryan Moore,USA,176.00
Ryan Palmer,USA,176.00
Tony Finau,USA,176.00
Ben Martin,USA,176.00
Bill Haas,USA,176.00
David Lingmerth,SWE,176.00
J.B. Holmes,USA,176.00
Harris English,USA,176.00
Steven Bowditch,AUS,201.00
Robert Streb,USA,201.00
Gary Woodland,USA,201.00
Charl Schwartzel,RSA,201.00
Cameron Tringale,USA,201.00
Brendon Todd,USA,201.00
Brendan Steele,USA,201.00
Charley Hoffman,USA,201.00
Russell Henley,USA,201.00
Ian Poulter,ENG,251.00
Rory McIlroy,NIR,1.90
Henrik Stenson,SWE,8.00
Justin Rose,ENG,12.00
Branden Grace,RSA,17.00
Patrick Reed,USA,17.00
Danny Willett,ENG,23.00
Matthew Fitzpatrick,ENG,26.00
Charl Schwartzel,RSA,34.00
Louis Oosthuizen,RSA,41.00
Martin Kaymer,GER,41.00
Byeong-Hun An,CHN,41.00
Victor Dubuisson,FRA,41.00
Andy Sullivan,ENG,51.00
Shane Lowry,IRL,67.00
Sergio Garcia,ESP,67.00
Chris Wood,ENG,67.00
Emiliano Grillo,ARG,81.00
Thongchai Jaidee,THA,81.00
Lee Westwood,ENG,81.00
Bernd Wiesberger,AUT,81.00
Graeme McDowell,NIR,81.00
Ian Poulter,ENG,81.00
Thomas Pieters,BEL,81.00
Francesco Molinari,ITA,101.00
Lucas Bjerregaard,DEN,101.00
Luke Donald,ENG,101.00
Kiradech Aphibarnrat,THA,126.00
Jamie Donaldson,WAL,126.00
Ross Fisher,ENG,151.00
George Coetzee,RSA,151.00
Kristoffer Broberg,SWE,151.00
Joost Luiten,NED,151.00
Soren Kjeldsen,DEN,201.00
Alexander Noren,SWE,201.00
Thorbjorn Olesen,DEN,201.00
Jaco Van Zyl,RSA,201.00
Peter Uihlein,USA,201.00
Anirban Lahiri,IND,201.00
Alexender Levy,FRA,201.00
Rafael Cabrera-Bello,ESP,201.00
Eddie Pepperell,ENG,251.00
Tommy Fleetwood,ENG,251.00
