sportnik,drzava,kvota
Adriano Malori,ITA,21.00
Taylor Phinney,USA,21.00
Rigoberto Uran,COL,26.00
Jonathan Castroviejo Nicolas,ESP,26.00
Jerome Coppel,FRA,26.00
Alex Dowsett,GBR,34.00
Nelson Oliveira,POR,34.00
Maciej Bodnar,POL,51.00
Matthias Brandle,AUT,51.00
Wilco Kelderman,NED,51.00
Jan Barta,CZE,51.00
Luke Durbridge,AUS,67.00
Ilnur Zakarin,RUS,67.00
Dorothea Wierer,ITA,3.25
Marie Dorin Habert,FRA,4.25
Olga Podchufarova,RUS,4.75
Gabriela Soukalova,CZE,5.50
Olena Pidhrushna,UKR,13.00
Anais Bescond,FRA,17.00
Karin Oberhofer,ITA,21.00
Kaisa Makarainen,FIN,21.00
Ekaterina Yurlova,RUS,21.00
Tiril Eckhoff,NOR,21.00
Franziska Hildebrand,GER,26.00
Veronika Vitkova,CZE,34.00
Miriam Goessner,GER,41.00
Yuliia Dzhima,UKR,67.00
Marte Olsbu,NOR,101.00
Magdalena Gwizdon,POL,201.00
Monika Hojnisz,POL,201.00
Justine Braisaz,FRA,201.00
Valj Semerenko,UKR,201.00
Selina Gasparin,SUI,201.00
BC Khimki Moscow,RUS,1.30
Brose Baskets Bamberg,GER,3.40
Zalgiris,LTU,2.45
Olympiakos Piraeus,GRE,1.53
Darussafaka,TUR,3.10
Fenerbahce,TUR,1.36
Red Star Belgrade,SRB,1.65
Unicaja Malaga,ESP,2.20
BC Khimki Moscow,RUS,1.30
Brose Baskets Bamberg,GER,3.40
Zalgiris,LTU,2.45
Olympiakos Piraeus,GRE,1.53
Darussafaka,TUR,3.10
Fenerbahce,TUR,1.36
Red Star Belgrade,SRB,1.65
Unicaja Malaga,ESP,2.20
Krasny Oktyabr Volgograd,RUS,6.75
BC Zenit Saint Petersburg,RUS,1.07
