sportnik,drzava,kvota
John Degenkolb,GER,4.50
Fabian Cancellara,SUI,6.50
Alexander Kristoff,NOR,7.00
Peter Sagan,SVK,7.50
Zdenek Stybar,CZE,8.00
Niki Terpstra,NED,11.00
Greg Van Avermaet,BEL,11.00
Sep Vanmarcke,BEL,13.00
Geraint Thomas,GBR,14.00
Lars Boom,NED,15.00
Tom Boonen,BEL,15.00
Andre Greipel,GER,34.00
Jurgen Roelandts,BEL,34.00
Edvald Boasson Hagen,NOR,51.00
Stijn Devolder,BEL,67.00
Jens Debusschere,BEL,67.00
Jasper Stuyven,BEL,67.00
Sylvain Chavanel,FRA,101.00
Sebastien Turgot,FRA,101.00
Bjorn Leukemans,BEL,101.00
Marco Marcato,ITA,101.00
Borut Bozic,SLO,101.00
Alejandro Valverde,ESP,6.00
Joaquim Rodriguez Oliver,ESP,8.00
Vincenzo Nibali,ITA,9.00
Michal Kwiatkowski,POL,9.00
Daniel Martin,IRL,11.00
Simon Gerrans,AUS,11.00
Julian Alaphilippe,Fra,15.00
Johan Esteban Chaves Rubio,COL,15.00
Philippe Gilbert,BEL,21.00
Domenico Pozzovivo,ITA,21.00
Daniel Moreno Fernandez,ESP,21.00
Tom Dumoulin,NED,21.00
Peter Sagan,SVK,21.00
Bauke Mollema,NED,26.00
Tim Wellens,BEL,34.00
Tony Gallopin,FRA,34.00
Wilco Kelderman,NED,34.00
Romain Bardet,FRA,34.00
Carlos Betancur,COL,34.00
Nairo Quintana,COL,51.00
Thibaut Pinot,FRA,51.00
Jakob Fuglsang,DEN,51.00
Rafal Majka,POL,51.00
Simon Yates,GBR,51.00
Simon Geschke,GER,101.00
Pierre Rolland,FRA,101.00
Warren Barguil,FRA,101.00
Frank Schleck,LUX,101.00
Giovanni Visconti,ITA,101.00
Julien Simon,FRA,101.00
Marcel Kittel,GER,3.25
Andre Greipel,GER,3.50
Mark Cavendish,GBR,8.00
Peter Sagan,SVK,11.00
Nacer Bouhanni,FRA,11.00
Alexander Kristoff,NOR,15.00
John Degenkolb,GER,21.00
Elia Viviani,ITA,21.00
Arnaud Demare,FRA,21.00
Michael Matthews,AUS,21.00
Bryan Coquard,FRA,34.00
Giacomo Nizzolo,ITA,34.00
Peter Sagan,SVK,1.80
Alexander Kristoff,NOR,5.50
Andre Greipel,GER,6.50
Marcel Kittel,GER,8.00
Mark Cavendish,GBR,9.00
John Degenkolb,GER,13.00
Nacer Bouhanni,FRA,17.00
Michael Matthews,AUS,17.00
Bryan Coquard,FRA,26.00
Arnaud Demare,FRA,51.00
Giacomo Nizzolo,ITA,101.00
Sacha Modolo,ITA,101.00
Sam Bennett,IRL,301.00
Philippe Gilbert,BEL,301.00
Chris Froome,GBR,2.20
Nairo Quintana,COL,3.30
Alberto Contador,ESP,5.75
Fabio Aru,ITA,13.00
Vincenzo Nibali,ITA,21.00
Richie Porte,AUS,26.00
Tejay Van Garderen,USA,26.00
Tom Dumoulin,NED,34.00
Mikel Landa Meana,ESP,34.00
Thibaut Pinot,FRA,34.00
Alejandro Valverde,ESP,51.00
Warren Barguil,FRA,51.00
Bauke Mollema,NED,67.00
Rigoberto Uran,COL,67.00
Serge Pauwels,BEL,67.00
Tanel Kangert,EST,67.00
Mathias Frank,SUI,101.00
Adam Yates,GBR,101.00
Jan Bakelants,BEL,101.00
Wilco Kelderman,NED,101.00
Bob Jungels,LUX,101.00
Daniel Martin,IRL,101.00
Pierre Rolland,FRA,101.00
Geraint Thomas,GBR,101.00
Alexandre Geniez,FRA,201.00
Jan Barta,CZE,301.00
Thomas Voeckler,FRA,301.00
Thomas De Gendt,BEL,301.00
Vincenzo Nibali,ITA,3.75
Alejandro Valverde,ESP,7.00
Peter Sagan,SVK,9.00
Joaquim Rodriguez Oliver,ESP,9.00
Philippe Gilbert,BEL,11.00
Daniel Martin,IRL,15.00
Thibaut Pinot,FRA,21.00
Michal Kwiatkowski,POL,21.00
Alberto Contador,ESP,21.00
Simon Gerrans,AUS,21.00
Rafal Majka,POL,21.00
Chris Froome,GBR,21.00
Wilco Kelderman,NED,34.00
Bauke Mollema,NED,34.00
Romain Bardet,FRA,34.00
Greg Van Avermaet,BEL,34.00
Fabio Aru,ITA,34.00
Johan Esteban Chaves Rubio,COL,34.00
Tim Wellens,BEL,34.00
Diego Ulissi,ITA,51.00
Warren Barguil,FRA,51.00
Rigoberto Uran,COL,51.00
Tom Boonen,BEL,51.00
Simon Geschke,GER,67.00
Mikel Nieve Iturralde,ESP,67.00
Tony Martin,GER,3.10
Tom Dumoulin,NED,3.75
Chris Froome,GBR,6.00
Vasil Kiryienka,BLR,7.00
Rohan Dennis,AUS,8.00
Adriano Malori,ITA,21.00
Taylor Phinney,USA,21.00
Rigoberto Uran,COL,26.00
Jonathan Castroviejo Nicolas,ESP,26.00
Jerome Coppel,FRA,26.00
Alex Dowsett,GBR,34.00
Nelson Oliveira,POR,34.00
Maciej Bodnar,POL,51.00
Matthias Brandle,AUT,51.00
Wilco Kelderman,NED,51.00
Jan Barta,CZE,51.00
Luke Durbridge,AUS,67.00
Ilnur Zakarin,RUS,67.00
Martin Fourcade,FRA,3.00
Simon Schempp,GER,5.25
Anton Shipulin,RUS,5.50
Tarjei Boe,NOR,11.00
Johannes Thingnes Boe,NOR,13.00
Evgeniy Garanichev,RUS,15.00
Simon Eder,AUT,21.00
Emil Hegle Svendsen,NOR,21.00
Erik Lesser,GER,26.00
Ole Einar Bjorndalen,NOR,26.00
Jakov Fak,SLO,26.00
Arnd Peiffer,GER,41.00
Lukas Hofer,ITA,41.00
Ondrej Moravec,CZE,41.00
Benedikt Doll,GER,51.00
Dominik Landertinger,AUT,51.00
Quentin Fillon Maillet,FRA,67.00
Dmytro Pidruchnyi,UKR,67.00
Andrejs Rastorgujevs,LAT,67.00
Dmitry Malyshko,RUS,81.00
Michal Slesingr,CZE,81.00
Fredrik Lindstroem,SWE,101.00
Simon Fourcade,FRA,101.00
Jean Guillaume Beatrix,FRA,101.00
Andreas Birnbacher,GER,151.00
Tim Burke,USA,201.00
Simon Desthieux,FRA,201.00
Nathan Smith,CAN,201.00
Sven Grossegger,AUT,201.00
Lowell Bailey,USA,201.00
Alexey Slepov,RUS,201.00
Lokomotiv-Kuban Krasnodar,RUS,1.48
Panathinaikos Athens,GRE,2.60
Cedevita Zagreb,CRO,3.10
Anadolu Efes,TUR,1.35
Laboral Kutxa Vitoria,ESP,2.55
CSKA Moscow,RUS,1.50
Real Madrid,ESP,1.53
F.C. Barcelona,ESP,2.45
BC Khimki Moscow,RUS,1.30
Brose Baskets Bamberg,GER,3.40
Zalgiris,LTU,3.25
Olympiakos Piraeus,GRE,1.33
Darussafaka,TUR,3.25
Fenerbahce,TUR,1.33
Slask Wroclaw,POL,7.25
Turk Telekom,TUR,1.06
Lokomotiv-Kuban Krasnodar,RUS,1.48
Panathinaikos Athens,GRE,2.60
Cedevita Zagreb,CRO,3.10
Anadolu Efes,TUR,1.35
Laboral Kutxa Vitoria,ESP,2.55
CSKA Moscow,RUS,1.50
Real Madrid,ESP,1.53
F.C. Barcelona,ESP,2.45
Slask Wroclaw,POL,7.25
Turk Telekom,TUR,1.06
BC Khimki Moscow,RUS,1.30
Brose Baskets Bamberg,GER,3.40
Zalgiris,LTU,3.25
Olympiakos Piraeus,GRE,1.33
Darussafaka,TUR,3.25
Fenerbahce,TUR,1.33
Red Star Belgrade,SRB,1.65
Unicaja Malaga,ESP,2.20
Robert Thornton,SCO,2.65
Dave Chisnall,ENG,1.42
James Wade,ENG,1.40
Terry Jenkins,ENG,2.70
Peter Wright,SCO,1.42
Ian White,ENG,2.65
Michael Smith,ENG,1.85
Raymond van Barneveld,NED,1.85
Adrian Lewis,ENG,1.30
Kim Huybrechts,BEL,3.20
Phil Taylor,ENG,1.40
Jelle Klaasen,NED,2.70
Gary Anderson,SCO,1.15
Vincent van der Voort,NED,4.75
Michael van Gerwen,NED,1.15
Stephen Bunting,ENG,4.75
Guillermo Garcia-Lopez,ESP,8.75
Kei Nishikori,JPN,1.06
Dominic Thiem,AUT,1.53
David Goffin,BEL,2.50
Jo-Wilfried Tsonga,FRA,1.07
Pierre-Hugues Herbert,FRA,8.00
Roger Federer,SUI,1.10
Grigor Dimitrov,BUL,7.00
Federico Delbonis,ARG,6.00
Gilles Simon,FRA,1.12
Novak Djokovic,SRB,1.01
Andreas Seppi,ITA,17.00
Nick Kyrgios,AUS,2.35
Tomas Berdych,CZE,1.60
Joao Sousa,POR,15.00
Andy Murray,GBR,1.01
Gael Monfils,FRA,1.07
Stephane Robert,FRA,7.75
Milos Raonic,CAN,1.22
Viktor Troicki,SRB,4.10
Belinda Bencic,SUI,1.22
Kateryna Bondarenko,UKR,4.20
Lauren Davis,USA,15.00
Maria Sharapova,RUS,1.01
Agnieszka Radwanska,POL,1.10
Monica Puig,PUR,6.75
Serena Williams,USA,1.02
Daria Kasatkina,RUS,12.00
Carla Suarez Navarro,ESP,1.30
Elizaveta Kulichkova,RUS,3.40
Victoria Azarenka,BLR,1.03
Naomi Osaka,JPN,11.00
Marco Chiudinelli,SUI,1.28
Zhe Li,CHN,3.25
Gastao Elias,POR,1.40
Pedro Cachin,ARG,2.65
Christian Lindell,SWE,3.40
Facundo Bagnis,ARG,1.26
Rogerio Dutra Silva,BRA,1.60
Guilherme Clezar,BRA,2.15
Andreas Beck,GER,1.30
Christopher Heyman,BEL,3.00
Christian Lindell,SWE,3.40
Facundo Bagnis,ARG,1.26
Gastao Elias,POR,1.40
Pedro Cachin,ARG,2.65
Rogerio Dutra Silva,BRA,1.60
Guilherme Clezar,BRA,2.15
Corentin Denolly,FRA,3.60
Yann Marti,SUI,1.22
Shelby Rogers,USA,1.42
Bernarda Pera,USA,2.50
Fiona Ferro,FRA,2.85
Katerina Stewart,USA,1.33
Andreas Beck,GER,1.30
Christopher Heyman,BEL,3.00
Dominic Thiem,AUT,1.53
David Goffin,BEL,2.50
Guillermo Garcia-Lopez,ESP,8.75
Kei Nishikori,JPN,1.06
Jo-Wilfried Tsonga,FRA,1.07
Pierre-Hugues Herbert,FRA,8.00
Roger Federer,SUI,1.10
Grigor Dimitrov,BUL,7.00
Federico Delbonis,ARG,6.00
Gilles Simon,FRA,1.12
Marin Cilic,CRO,1.36
Roberto Bautista-Agut,ESP,3.20
Novak Djokovic,SRB,1.01
Andreas Seppi,ITA,17.00
Nick Kyrgios,AUS,2.35
Tomas Berdych,CZE,1.60
Belinda Bencic,SUI,1.22
Kateryna Bondarenko,UKR,4.20
Margarita Gasparyan,RUS,1.57
Yulia Putintseva,KAZ,2.35
Lauren Davis,USA,15.00
Maria Sharapova,RUS,1.01
Anna-Lena Friedsam,GER,3.80
Roberta Vinci,ITA,1.25
Agnieszka Radwanska,POL,1.10
Monica Puig,PUR,6.75
Kristina Mladenovic,FRA,1.78
Daria Gavrilova,AUS,2.00
Serena Williams,USA,1.02
Daria Kasatkina,RUS,12.00
Carla Suarez Navarro,ESP,1.30
Elizaveta Kulichkova,RUS,3.40
Go Soeda,JPN,1.33
David Guez,FRA,2.95
Marco Chiudinelli,SUI,1.28
Zhe Li,CHN,3.25
Igor Sijsling,NED,1.91
Lukas Lacko,SVK,1.75
Gianluca Naso,ITA,7.50
Mikhail Youzhny,RUS,1.05
Milos Raonic,CAN,1.22
Viktor Troicki,SRB,4.10
Feliciano Lopez,ESP,2.35
John Isner,USA,1.57
Gael Monfils,FRA,1.07
Stephane Robert,FRA,7.75
Joao Sousa,POR,15.00
Andy Murray,GBR,1.01
Bernard Tomic,AUS,1.14
John Millman,AUS,5.50
Dudi Sela,ISR,2.60
Andrey Kuznetsov,RUS,1.48
David Ferrer,ESP,1.16
Steve Johnson,USA,5.00
Marc Marquez,ESP/Honda,2.10
Jorge Lorenzo,ESP/Yamaha,3.20
Valentino Rossi,ITA/Yamaha,6.50
Daniel Pedrosa,ESP/Honda,8.00
Andrea Iannone,ITA/Ducati,29.00
Andrea Dovizioso,ITA/Ducati,34.00
Bradley Smith,GBR/Yamaha,51.00
Tito Rabat,ESP/Honda,51.00
Aleix Espargaro,ESP/Suzuki,67.00
Pol Espargaro,ESP/Yamaha,67.00
Scott Redding,GBR/Ducati,81.00
Maverick Vinales,ESP/Suzuki,81.00
Cal Crutchlow,GBR/Honda,101.00
Jack Miller,AUS/Honda,201.00
Stefan Bradl,GER/Aprilia,301.00
Loris Baz,FRA/Ducati,301.00
Alvaro Bautista,ESP/Aprilia,301.00
Danilo Petrucci,ITA/Ducati,301.00
Yonny Hernandez,COL/Ducati,751.00
Hector Barbera,ESP/Ducati,1001.00
Eugene Laverty,IRL/Ducati,1001.00
Alex de Angelis,RSM/ART,1001.00
Tai Woffinden,GBR,3.00
Greg Hancock,USA,8.00
Nicki Pedersen,DEN,8.50
Bartosz Zmarzlik,POL,10.00
Peter Kildemand,DEN,11.00
Niels Kristian Iversen,DEN,13.00
Jason Doyle,AUS,15.00
Maciej Janowski,POL,15.00
Piotr Pawlicki,POL,17.00
Jaroslaw Hampel,POL,17.00
Matej Zagar,SLO,19.00
Chris Holder,AUS,21.00
Andreas Jonsson,SWE,26.00
Antonio Lindback,SWE,26.00
Chris Harris,GBR,81.00
Lindsey Vonn,USA,1.30
Lara Gut,SUI,8.00
Cornelia Huetter,AUT,12.00
Larisa Yurkiw,CAN,15.00
Viktoria Rebensburg,GER,21.00
Tina Weirather,LIE,26.00
Verena Stuffer,ITA,34.00
Elena Fanchini,ITA,34.00
Kajsa Kling,SWE,51.00
Laurenne Ross,USA,67.00
Elena Curtoni,ITA,67.00
Elisabeth G&#246;rgl,AUT,67.00
Ramona Siebenhofer,AUT,81.00
Alice McKennis,USA,81.00
Stacey Cook,USA,81.00
Mirjam Puchner,AUT,81.00
Daniela Merighetti,ITA,81.00
Nadia Fanchini,ITA,101.00
Corinne Suter,SUI,151.00
Margot Bailet,FRA,151.00
Tamara Tippler,AUT,201.00
Francesca Marsaglia,ITA,201.00
Edit Miklos,HUN,201.00
Stephanie Venier,AUT,251.00
Lindsey Vonn,USA,1.30
Cornelia Huetter,AUT,12.00
Larisa Yurkiw,CAN,15.00
Lara Gut,SUI,8.00
Viktoria Rebensburg,GER,21.00
Tina Weirather,LIE,26.00
Kajsa Kling,SWE,51.00
Nadia Fanchini,ITA,101.00
Elena Fanchini,ITA,34.00
Daniela Merighetti,ITA,81.00
Elisabeth G&#246;rgl,AUT,67.00
Laurenne Ross,USA,67.00
Stacey Cook,USA,81.00
Ramona Siebenhofer,AUT,81.00
Mirjam Puchner,AUT,81.00
Lindsey Vonn,USA,1.30
Henrik Kristoffersen,NOR,1.90
Marcel Hirscher,AUT,3.75
Henrik Kristoffersen,NOR,1.90
Marcel Hirscher,AUT,3.75
Giuliano Razzoli,ITA,13.00
Felix Neureuther,GER,15.00
Alexander Khoroshilov,RUS,17.00
Stefano Gross,ITA,17.00
Alexis Pinturault,FRA,21.00
Manuel Feller,AUT,31.00
Fritz Dopfer,GER,34.00
Mattias Hargin,SWE,51.00
Jean-Baptiste Grange,FRA,51.00
Jens Byggmark,SWE,51.00
Luca Aerni,SUI,67.00
Marco Schwarz,AUT,67.00
Julien Lizeroux,FRA,67.00
Daniel Yule,SUI,67.00
Sebastian Foss-Solevaag,NOR,67.00
Andre Myhrer,SWE,81.00
Victor Muffat Jeandet,FRA,101.00
Riccardo Tonetti,ITA,151.00
Manfred Moelgg,ITA,151.00
