sportnik,drzava,kvota
John Ryder,ENG,1.44
Sergey Khomitsky,UKR,2.86
George Groves,ENG,1.01
Andrea Di Luisa,ITA,17.00
Sergey Kovalev,RUS,1.05
Jean Pascal,CAN,10.00
Terry Flanagan,ENG,1.18
Derry Mathews,ENG,5.00
Fedor Chudinov,RUS,1.44
Felix Sturm,GER,3.00
Marco Huck,GER,1.53
Ola Afolabi,ENG,2.63
Carl Frampton,NIR,1.65
Scott Quigg,ENG,2.30
Ruslan Chagaev,UZB,1.22
Lucas Browne,AUS,4.33
Jose Pedraza,PUR,1.53
Stephen Smith,ENG,2.63
Manny Pacquiao,PHI,1.36
Timothy Bradley,USA,3.30
Cameron McEvoy,AUS,1.55
Vladimir Morozov,RUS,2.30
Federico Grabich,ARG,1.80
Santo Condorelli,CAN,1.90
Sarah Sjostrom,SWE,1.10
Jeanette Ottesen,DEN,6.00
Jeanette Ottesen,DEN,1.25
Emma McKeon,AUS,3.55
Lauren Boyle,NZL,1.45
Jazmin Carlin,GBR,2.55
Katie Ledecky,USA,1.07
Lauren Boyle,NZL,7.00
Kanako Watanabe,JPN,1.25
Melanie Margalis,USA,3.55
Katinka Hosszu,HUN,1.15
Kanako Watanabe,JPN,4.75
Missy Franklin,USA,1.55
Mie Nielsen,DEN,2.30
Emily Seebohm,AUS,1.60
Missy Franklin,USA,2.20
Missy Franklin,USA,1.40
Katinka Hosszu,HUN,2.70
Emily Seebohm,AUS,1.25
Katinka Hosszu,HUN,3.55
Jessica Ashwood,AUS,1.25
Boglarka Kapas,HUN,3.55
Katie Ledecky,USA,1.20
Katie Ledecky,USA,1.13
Katinka Hosszu,HUN,5.00
Federica Pellegrini,ITA,1.15
Veronica Popova,RUS,4.75
Micah Lawrence,USA,1.55
Rikke Moller Pedersen,DEN,2.30
Kanako Watanabe,JPN,1.40
Micah Lawrence,USA,2.70
Sarah Sjostrom,SWE,1.72
Cate Campbell,AUS,2.00
Sarah Sjostrom,SWE,1.50
Ranomi Kromowidjojo,NED,2.40
Katinka Hosszu,HUN,1.20
Maya DiRado,USA,4.00
Emily Overholt,CAN,1.30
Barbora Zavadova,CZE,3.20
Ranomi Kromowidjojo,NED,1.65
Sarah Sjostrom,SWE,2.10
Sarah Sjostrom,SWE,1.15
Francesca Halsall,GBR,4.75
Yuliya Efimova,RUS,1.33
Alia Atkinson,JAM,3.00
Kanako Watanabe,JPN,1.40
Jennie Johansson,SWE,2.70
Yang Sun,CHN,1.55
James Guy,GBR,2.30
James Guy,GBR,1.25
Peter Bernek,HUN,3.55
Florent Manaudou,FRA,1.15
Bruno Fratus,BRA,4.75
Nathan Adrian,USA,1.50
Vladimir Morozov,RUS,2.40
Ryan Lochte,USA,1.25
Thiago Pereira,BRA,3.55
Michael Phelps,USA,1.40
Kosuke Hagino,JPN,2.70
Chad Le Clos,RSA,1.95
Laszlo Cseh,HUN,1.75
Michael Phelps,USA,1.75
Chad Le Clos,RSA,1.95
Daniel Gyurta,HUN,1.33
Andrew Willis,GBR,3.00
Marco Koch,GER,1.40
Kevin Cordes,USA,2.70
Cameron Van Der Burgh,RSA,1.25
Ross Murdoch,GBR,3.55
Adam Peaty,GBR,1.33
Cameron Van Der Burgh,RSA,3.00
Gregorio Paltrinieri,ITA,1.20
Connor Jaeger,USA,4.00
Yang Sun,CHN,1.55
Gregorio Paltrinieri,ITA,2.30
James Guy,GBR,1.65
Yang Sun,CHN,2.10
James Guy,GBR,1.30
Ryan Lochte,USA,3.20
Radoslaw Kawecki,POL,1.40
Evgeny Rylov,RUS,2.70
Mitchell Larkin,AUS,1.10
Evgeny Rylov,RUS,3.00
Mitchell Larkin,AUS,1.13
Matt Grevers,USA,5.00
Mitchell Larkin,AUS,1.20
Camille Lacourt,FRA,4.00
Daiya Seto,JPN,1.45
Kosuke Hagino,JPN,2.55
David Verraszto,HUN,1.45
Chase Kalisz,USA,2.55
Peter Sagan,SVK,5.50
Alexander Kristoff,NOR,6.00
John Degenkolb,GER,7.00
Fabian Cancellara,SUI,12.00
Michael Matthews,AUS,13.00
Greg Van Avermaet,BEL,17.00
Juan Jose Lobato del Valle,ESP,19.00
Vincenzo Nibali,ITA,21.00
Diego Ulissi,ITA,21.00
Zdenek Stybar,CZE,21.00
Tony Gallopin,FRA,21.00
Michal Kwiatkowski,POL,21.00
Marcel Kittel,GER,21.00
Nacer Bouhanni,FRA,21.00
Simon Gerrans,AUS,21.00
Philippe Gilbert,BEL,34.00
Giacomo Nizzolo,ITA,34.00
Sylvain Chavanel,FRA,34.00
Arnaud Demare,FRA,34.00
Tom Boonen,BEL,34.00
Bauke Mollema,NED,51.00
Romain Bardet,FRA,51.00
Tom Slagter,NED,51.00
Tony Martin,GER,67.00
Rui Alberto Faria da Costa,POR,67.00
Dario Cataldo,ITA,101.00
Filippo Pozzato,ITA,101.00
Matteo Trentin,ITA,101.00
Daniele Bennati,ITA,101.00
Lars Boom,NED,101.00
Peter Sagan,SVK,4.00
Alexander Kristoff,NOR,5.00
Fabian Cancellara,SUI,5.00
Greg Van Avermaet,BEL,7.00
Zdenek Stybar,CZE,10.00
Sep Vanmarcke,BEL,11.00
Niki Terpstra,NED,11.00
John Degenkolb,GER,15.00
Jurgen Roelandts,BEL,34.00
Edward Theuns,BEL,34.00
Tony Gallopin,FRA,34.00
Bjorn Leukemans,BEL,51.00
Edvald Boasson Hagen,NOR,51.00
Lars Boom,NED,51.00
Daniel Oss,ITA,51.00
Sylvain Chavanel,FRA,51.00
Oscar Gatto,ITA,51.00
Jasper Stuyven,BEL,67.00
Borut Bozic,SLO,101.00
Gerard Ciolek,GER,101.00
Jelle Wallays,BEL,101.00
Heinrich Haussler,AUS,101.00
John Degenkolb,GER,4.50
Fabian Cancellara,SUI,6.50
Alexander Kristoff,NOR,7.00
Peter Sagan,SVK,7.50
Zdenek Stybar,CZE,8.00
Niki Terpstra,NED,11.00
Greg Van Avermaet,BEL,11.00
Sep Vanmarcke,BEL,13.00
Geraint Thomas,GBR,14.00
Lars Boom,NED,15.00
Tom Boonen,BEL,15.00
Andre Greipel,GER,34.00
Jurgen Roelandts,BEL,34.00
Edvald Boasson Hagen,NOR,51.00
Stijn Devolder,BEL,67.00
Jens Debusschere,BEL,67.00
Jasper Stuyven,BEL,67.00
Sylvain Chavanel,FRA,101.00
Sebastien Turgot,FRA,101.00
Bjorn Leukemans,BEL,101.00
Marco Marcato,ITA,101.00
Borut Bozic,SLO,101.00
Alejandro Valverde,ESP,6.00
Joaquim Rodriguez Oliver,ESP,8.00
Vincenzo Nibali,ITA,9.00
Michal Kwiatkowski,POL,9.00
Daniel Martin,IRL,11.00
Simon Gerrans,AUS,11.00
Julian Alaphilippe,Fra,15.00
Johan Esteban Chaves Rubio,COL,15.00
Philippe Gilbert,BEL,21.00
Domenico Pozzovivo,ITA,21.00
Daniel Moreno Fernandez,ESP,21.00
Tom Dumoulin,NED,21.00
Peter Sagan,SVK,21.00
Bauke Mollema,NED,26.00
Tim Wellens,BEL,34.00
Tony Gallopin,FRA,34.00
Wilco Kelderman,NED,34.00
Romain Bardet,FRA,34.00
Carlos Betancur,COL,34.00
Nairo Quintana,COL,51.00
Thibaut Pinot,FRA,51.00
Jakob Fuglsang,DEN,51.00
Rafal Majka,POL,51.00
Simon Yates,GBR,51.00
Simon Geschke,GER,101.00
Pierre Rolland,FRA,101.00
Warren Barguil,FRA,101.00
Frank Schleck,LUX,101.00
Giovanni Visconti,ITA,101.00
Julien Simon,FRA,101.00
Marcel Kittel,GER,3.25
Andre Greipel,GER,3.50
Mark Cavendish,GBR,8.00
Peter Sagan,SVK,11.00
Nacer Bouhanni,FRA,11.00
Alexander Kristoff,NOR,15.00
John Degenkolb,GER,21.00
Elia Viviani,ITA,21.00
Arnaud Demare,FRA,21.00
Michael Matthews,AUS,21.00
Bryan Coquard,FRA,34.00
Giacomo Nizzolo,ITA,34.00
Peter Sagan,SVK,1.80
Alexander Kristoff,NOR,5.50
Andre Greipel,GER,6.50
Marcel Kittel,GER,8.00
Mark Cavendish,GBR,9.00
John Degenkolb,GER,13.00
Nacer Bouhanni,FRA,17.00
Michael Matthews,AUS,17.00
Bryan Coquard,FRA,26.00
Arnaud Demare,FRA,51.00
Giacomo Nizzolo,ITA,101.00
Sacha Modolo,ITA,101.00
Sam Bennett,IRL,301.00
Philippe Gilbert,BEL,301.00
Chris Froome,GBR,2.20
Nairo Quintana,COL,3.30
Alberto Contador,ESP,5.75
Fabio Aru,ITA,13.00
Vincenzo Nibali,ITA,21.00
Richie Porte,AUS,26.00
Tejay Van Garderen,USA,26.00
Tom Dumoulin,NED,34.00
Mikel Landa Meana,ESP,34.00
Thibaut Pinot,FRA,34.00
Alejandro Valverde,ESP,51.00
Warren Barguil,FRA,51.00
Bauke Mollema,NED,67.00
Rigoberto Uran,COL,67.00
Serge Pauwels,BEL,67.00
Tanel Kangert,EST,67.00
Mathias Frank,SUI,101.00
Adam Yates,GBR,101.00
Jan Bakelants,BEL,101.00
Wilco Kelderman,NED,101.00
Bob Jungels,LUX,101.00
Daniel Martin,IRL,101.00
Pierre Rolland,FRA,101.00
Geraint Thomas,GBR,101.00
Alexandre Geniez,FRA,201.00
Jan Barta,CZE,301.00
Thomas Voeckler,FRA,301.00
Thomas De Gendt,BEL,301.00
Tony Martin,GER,3.10
Tom Dumoulin,NED,3.75
Chris Froome,GBR,6.00
Vasil Kiryienka,BLR,7.00
Rohan Dennis,AUS,8.00
Adriano Malori,ITA,21.00
Taylor Phinney,USA,21.00
Rigoberto Uran,COL,26.00
Jonathan Castroviejo Nicolas,ESP,26.00
Jerome Coppel,FRA,26.00
Alex Dowsett,GBR,34.00
Nelson Oliveira,POR,34.00
Maciej Bodnar,POL,51.00
Matthias Brandle,AUT,51.00
Wilco Kelderman,NED,51.00
Jan Barta,CZE,51.00
Luke Durbridge,AUS,67.00
Ilnur Zakarin,RUS,67.00
Leones de Quilpue,CHI,11.50
Mogi das Cruzes,BRA,1.01
Metros de Santiago,DOM,2.75
Malvin,URU,1.40
Volley Soverato,Women,1.85
Robert Thornton,SCO,2.55
Dave Chisnall,ENG,1.45
James Wade,ENG,1.40
Terry Jenkins,ENG,2.70
Peter Wright,SCO,1.42
Ian White,ENG,2.65
Michael Smith,ENG,1.85
Raymond van Barneveld,NED,1.85
Adrian Lewis,ENG,1.30
Kim Huybrechts,BEL,3.20
Phil Taylor,ENG,1.45
Jelle Klaasen,NED,2.55
Gary Anderson,SCO,1.15
Vincent van der Voort,NED,4.75
Michael van Gerwen,NED,1.15
Stephen Bunting,ENG,4.75
Daron Cruickshank,USA,3.00
Paul Felder,USA,1.34
Sean O&#39;Connell,USA,3.00
Ilir Latifi,SWE,1.34
Rob Font,USA,1.45
Joey Gomez,USA,2.55
Francimar Barroso,BRA,2.20
Elvis Mutapcic,USA,1.62
Charles Rosa,USA,1.40
Kyle Bochniak,USA,2.75
Ross Pearson,ENG,1.57
Francisco Drinaldo,BRA,2.25
Patrick Cote,CAN,1.95
Ben Saunders,USA,1.75
Tim Boetsch,USA,1.40
Ed Herman,USA,2.70
Maximo Blanco,VEN,1.72
Luke Sanders,USA,2.00
Chris Wade,USA,1.25
Mehdi Baghdad,FRA,3.80
Anthony Pettis,USA,1.32
Eddie Alvarez,USA,3.40
Travis Browne,USA,1.58
Matt Mitrione,USA,2.40
Tj Dillashaw,USA,1.70
Dominick Cruz,USA,2.15
Tarec Saffiedine,BEL,1.50
Jake Ellenberger,USA,2.55
Anthony Johnson,USA,1.22
Ryan Bader,USA,4.10
Cain Velazquez,USA,1.60
Fabricio Werdum,BRA,2.30
Anderson Silva,BRA,1.30
Michael Bisping,ENG,3.40
Conor McGregor,IRE,1.80
Rafael Dos Anjos,BRA,2.02
Holly Holm,USA,1.25
Miesha Tate,USA,3.60
Philipp Kohlschreiber,GER,4.40
Kei Nishikori,JPN,1.22
Kyle Edmund,GBR,1.26
Damir Dzumhur,BIH,3.70
Ivo Karlovic,CRO,1.25
Federico Delbonis,ARG,3.90
Victor Estrella Burgos,DOM,2.90
Daniel Brands,GER,1.40
Austin Krajicek,USA,1.67
Di Wu,CHN,2.15
Robin Haase,NED,1.36
Mirza Basic,BIH,3.10
Sergiy Stakhovsky,UKR,6.75
David Goffin,BEL,1.10
Yuki Bhambri,IND,18.00
Tomas Berdych,CZE,1.01
Pablo Andujar,ESP,2.80
Pierre-Hugues Herbert,FRA,1.42
Julien Benneteau,FRA,4.00
Nicolas Almagro,ESP,1.25
Albert Ramos-Vinolas,ESP,3.90
Borna Coric,CRO,1.25
Marin Cilic,CRO,1.07
Thiemo de Bakker,NED,7.75
Jiri Vesely,CZE,1.14
Renzo Olivo,ARG,5.50
Novak Djokovic,SRB,1.01
Hyeon Chung,KOR,34.00
Ricardas Berankis,LTU,4.60
Alexandr Dolgopolov,UKR,1.19
Yoshihito Nishioka,JPN,2.70
Pablo Cuevas,URU,1.45
Quentin Halys,FRA,5.75
Ivan Dodig,CRO,1.13
Roger Federer,SUI,1.01
Nikoloz Basilashvili,GEO,18.00
Jerzy Janowicz,POL,4.00
John Isner,USA,1.22
Gilles Muller,LUX,1.57
Fabio Fognini,ITA,2.30
Luksika Kumkhum,THA,6.00
Petra Kvitova,CZE,1.13
Carla Suarez Navarro,ESP,1.25
Viktorija Golubic,SUI,3.90
Nicole Gibbs,USA,1.34
Klara Koukalova,CZE,3.20
Serena Williams,USA,1.12
Camila Giorgi,ITA,6.50
Kristina Mladenovic,FRA,2.70
Dominika Cibulkova,SVK,1.48
Anastasia Pavlyuchenkova,RUS,1.15
Lauren Davis,USA,5.25
Sloane Stephens,USA,1.12
Qiang Wang,CHN,6.00
Kurumi Nara,JPN,1.60
Oceane Dodin,FRA,2.30
Daria Kasatkina,RUS,2.05
Anna Karolina Schmiedlova,SVK,1.75
Daniela Hantuchova,SVK,4.75
Svetlana Kuznetsova,RUS,1.19
Agnieszka Radwanska,POL,1.01
Christina McHale,USA,16.00
Belinda Bencic,SUI,1.26
Alison Riske,USA,3.70
Urszula Radwanska,POL,1.95
Ana Konjuh,CRO,1.83
Elizaveta Kulichkova,RUS,4.33
Andrea Petkovic,GER,1.20
Heather Watson,GBR,1.67
Timea Babos,HUN,2.15
Olga Fridman,UKR,1.62
Ons Jabeur,TUN,2.05
Michael Mmoh,USA,1.65
Yannick Hanfmann,GER,2.05
Arthur De Greef,BEL,2.65
Facundo Bagnis,ARG,1.40
Kyle Edmund,GBR,1.26
Damir Dzumhur,BIH,3.70
Victor Estrella Burgos,DOM,2.90
Daniel Brands,GER,1.40
Dominic Thiem,AUT,1.60
Leonardo Mayer,ARG,2.30
Ivo Karlovic,CRO,1.25
Federico Delbonis,ARG,3.90
Austin Krajicek,USA,1.67
Di Wu,CHN,2.15
Robin Haase,NED,1.36
Mirza Basic,BIH,3.10
Philipp Kohlschreiber,GER,4.40
Kei Nishikori,JPN,1.22
Sergiy Stakhovsky,UKR,6.75
David Goffin,BEL,1.10
Evgeny Donskoy,RUS,1.60
Inigo Cervantes,ESP,2.30
Yuki Bhambri,IND,18.00
Tomas Berdych,CZE,1.01
Pablo Andujar,ESP,2.80
Pierre-Hugues Herbert,FRA,1.42
Guillermo Garcia-Lopez,ESP,1.40
Paul-Henri Mathieu,FRA,2.90
Albert Ramos-Vinolas,ESP,3.90
Borna Coric,CRO,1.25
Marin Cilic,CRO,1.07
Thiemo de Bakker,NED,7.75
Julien Benneteau,FRA,4.00
Nicolas Almagro,ESP,1.25
Vasek Pospisil,CAN,2.70
Gilles Simon,FRA,1.45
Jiri Vesely,CZE,1.14
Renzo Olivo,ARG,5.50
Novak Djokovic,SRB,1.01
Hyeon Chung,KOR,34.00
Noah Rubin,USA,7.50
Benoit Paire,FRA,1.08
Filip Krajinovic,SRB,2.90
Denis Kudla,USA,1.40
Ricardas Berankis,LTU,4.60
Alexandr Dolgopolov,UKR,1.19
Dusan Lajovic,SRB,3.40
Sam Querrey,USA,1.30
Yoshihito Nishioka,JPN,2.70
Pablo Cuevas,URU,1.45
Omar Jasika,AUS,5.00
Illya Marchenko,UKR,1.16
Teymuraz Gabashvili,RUS,2.10
Andreas Seppi,ITA,1.72
Jozef Kovalik,SVK,1.67
Marco Trungelliti,ARG,2.15
Martin Klizan,SVK,6.00
Roberto Bautista-Agut,ESP,1.12
Nicole Gibbs,USA,1.34
Klara Koukalova,CZE,3.20
Luksika Kumkhum,THA,6.00
Petra Kvitova,CZE,1.13
Sara Errani,ITA,1.48
Margarita Gasparyan,RUS,2.60
Carla Suarez Navarro,ESP,1.25
Viktorija Golubic,SUI,3.90
Daria Gavrilova,AUS,1.28
Lucie Hradecka,CZE,3.60
Magdalena Rybarikova,SVK,2.20
Yanina Wickmayer,BEL,1.65
Maria Sakkari,GRE,1.90
Yafan Wang,CHN,1.87
Lourdes Dominguez Lino,ESP,3.20
Anna-Lena Friedsam,GER,1.34
Serena Williams,USA,1.12
Camila Giorgi,ITA,6.50
Anastasia Pavlyuchenkova,RUS,1.15
Lauren Davis,USA,5.25
Kristina Mladenovic,FRA,2.70
Dominika Cibulkova,SVK,1.48
Daria Kasatkina,RUS,2.05
Anna Karolina Schmiedlova,SVK,1.75
Kurumi Nara,JPN,1.60
Oceane Dodin,FRA,2.30
Su-Wei Hsieh,TPE,2.25
Jelena Ostapenko,LAT,1.62
Sloane Stephens,USA,1.12
Qiang Wang,CHN,6.00
Tamira Paszek,AUT,2.25
Roberta Vinci,ITA,1.62
Belinda Bencic,SUI,1.26
Alison Riske,USA,3.70
Daniela Hantuchova,SVK,4.75
Svetlana Kuznetsova,RUS,1.19
Yulia Putintseva,KAZ,7.00
Caroline Wozniacki,DEN,1.09
Anna Tatishvili,USA,2.15
Irina Falconi,USA,1.67
Monica Niculescu,ROU,1.16
Teliana Pereira,BRA,5.00
Mariana Duque Marino,COL,1.30
Xinyun Han,CHN,3.40
Agnieszka Radwanska,POL,1.01
Christina McHale,USA,16.00
Ajla Tomljanovic,CRO,2.45
Kateryna Bondarenko,UKR,1.53
Urszula Radwanska,POL,1.95
Ana Konjuh,CRO,1.83
Elizaveta Kulichkova,RUS,4.33
Andrea Petkovic,GER,1.20
Aliaksandra Sasnovich,BLR,1.91
Evgeniya Rodina,RUS,1.85
Heather Watson,GBR,1.67
Timea Babos,HUN,2.15
Magda Linette,POL,3.90
Monica Puig,PUR,1.25
Eugenie Bouchard,CAN,1.12
Aleksandra Krunic,SRB,6.00
Marc Marquez,ESP/Honda,2.10
Jorge Lorenzo,ESP/Yamaha,3.20
Valentino Rossi,ITA/Yamaha,6.50
Daniel Pedrosa,ESP/Honda,8.00
Andrea Iannone,ITA/Ducati,29.00
Andrea Dovizioso,ITA/Ducati,34.00
Bradley Smith,GBR/Yamaha,51.00
Tito Rabat,ESP/Honda,51.00
Aleix Espargaro,ESP/Suzuki,67.00
Pol Espargaro,ESP/Yamaha,67.00
Scott Redding,GBR/Ducati,81.00
Maverick Vinales,ESP/Suzuki,81.00
Cal Crutchlow,GBR/Honda,101.00
Jack Miller,AUS/Honda,201.00
Stefan Bradl,GER/Aprilia,301.00
Loris Baz,FRA/Ducati,301.00
Alvaro Bautista,ESP/Aprilia,301.00
Danilo Petrucci,ITA/Ducati,301.00
Yonny Hernandez,COL/Ducati,751.00
Hector Barbera,ESP/Ducati,1001.00
Eugene Laverty,IRL/Ducati,1001.00
Alex de Angelis,RSM/ART,1001.00
Tai Woffinden,GBR,3.00
Greg Hancock,USA,8.00
Nicki Pedersen,DEN,8.50
Bartosz Zmarzlik,POL,10.00
Peter Kildemand,DEN,11.00
Niels Kristian Iversen,DEN,13.00
Jason Doyle,AUS,15.00
Maciej Janowski,POL,15.00
Piotr Pawlicki,POL,17.00
Jaroslaw Hampel,POL,17.00
Matej Zagar,SLO,19.00
Chris Holder,AUS,21.00
Andreas Jonsson,SWE,26.00
Antonio Lindback,SWE,26.00
Chris Harris,GBR,81.00
Sebastien Ogier,FRA/Volkswagen,1.20
Jari-Matti Latvala,FIN/Volkswagen,6.00
Andreas Mikkelsen,NOR/Volkswagen,15.00
Mads Ostberg,NOR/Ford,15.00
Thierry Neuville,BEL/Hyundai,23.00
Hayden Paddon,NZL/Hyundai,29.00
Eric Camilli,FRA/Ford,34.00
Dani Sordo,ESP/Hyundai,34.00
Ott Tanak,EST/Ford,101.00
Russia,U21,1.25
Tajikistan,U21,8.00
United Arab Emirates,U23,2.15
Jordan,U23,3.00
Bahia-BA,U19,3.20
CR Flamengo,U19,1.91
Omar Assar,Istres,2.40
Tianyuan Chen,La Romagne,1.53
Omar Assar,Istres,1.65
Adrian Crisan,La Romagne,2.15
Thiago Monteiro,Istres,1.70
Brice Ollivier,La Romagne,2.07
Thiago Monteiro,Istres,4.64
Tianyuan Chen,La Romagne,1.17
Benjamin Brossier,Istres,2.24
Adrian Crisan,La Romagne,1.60
Benjamin Brossier,Istres,1.65
Brice Ollivier,La Romagne,2.15
Aruna Quadri,Morez,1.75
Jon Persson,Angers,2.00
Aruna Quadri,Morez,1.87
Jens Lundquist,Angers,1.87
Zhen Wang,Morez,1.94
Jian Chen,Angers,1.80
Zhi Wen He,Morez,1.87
Jens Lundquist,Angers,1.87
Zhi Wen He,Morez,2.15
Jian Chen,Angers,1.65
Zhen Wang,Morez,1.80
Jon Persson,Angers,1.94
Jesus Cantero,Rouen,4.95
Jian Jun Wang,Pontoise,1.15
Wei Dong Shi,Rouen,5.40
Marcos Freitas,Pontoise,1.13
Wei Dong Shi,Rouen,2.89
Kristian Karlsson,Pontoise,1.38
Ruiwu Tan,Rouen,2.24
Jian Jun Wang,Pontoise,1.60
Ruiwu Tan,Rouen,4.50
Marcos Freitas,Pontoise,1.18
Jesus Cantero,Rouen,5.65
Kristian Karlsson,Pontoise,1.12
Paul Drinkhall,Boulogne,1.60
Kalinikos Kreanga,Hennebont,2.24
Paul Drinkhall,Boulogne,1.87
Dmitrij Prokopcov,Hennebont,1.87
Emmanuel Lebesson,Boulogne,3.32
Koki Niwa,Hennebont,1.30
Emmanuel Lebesson,Boulogne,1.65
Kalinikos Kreanga,Hennebont,2.15
Zhai Chao,Boulogne,1.94
Koki Niwa,Hennebont,1.80
Zhai Chao,Boulogne,1.22
Dmitrij Prokopcov,Hennebont,4.00
Jakub Kleprlik,Caen,4.64
Par Gerell,Chartres,1.17
Patrick Baum,Caen,2.35
Ning Gao,Chartres,1.55
Patrick Baum,Caen,1.57
Par Gerell,Chartres,2.30
Romain Lorentz,Caen,3.46
Robert Gardos,Chartres,1.28
Romain Lorentz,Caen,4.50
Ning Gao,Chartres,1.18
Jakub Kleprlik,Caen,4.95
Robert Gardos,Chartres,1.15
